Name,Address,Contributor,Tags,Business Hours,Tel,Mail,website,Description,Business Type,Latitude and Longitude;;;;;
"Metals Supermarket,""1187 N. Ellsworth Ave Villa Park, Illinois 60181-1040"",J Hulbert,""supplier, retail, metal"",9AM-5PM,630-516-0537,villapark@metalsupermarkets.com,http://www.metalsupermarkets.com/msc-storefinder.aspx,""Walk-in metals store, ferrous and non-ferrous"",Store,""41.9118492,-87.9730695""";;;;;
"LaPetiteGrosse,135 Rue du Faubourg Poissonnière 75009 Paris FRANCE,Cédric Soulié,""retail, services, art, fabric / textiles, makerspace, coworking, paint, miscellaneous, Graphic design"",,,contact@lapetitegrosse.com,www.lapetitegrosse.com,Creation & communication agency,Makerspace,""48.8790886,2.3491794""";;;;;
"Raumstation Coworking,""Lützner Straße 91, 04177 leipzig, Germany"",Martina Ecklebe,""makerspace, coworking"",Wed Sep 18 2013 00:00:00 GMT-0700 (PDT),,kontakt@raumstation-coworking.de,www.raumstation-coworking.de,""coworking, open for everyone"",Makerspace,""51.33397300000001,12.3252631""";;;;;
"Projective Space (L.E.S.),""72 Allen Street, New York NY"",Noah Coad,coworking,,,,http://www.projective.co/,,Service,""40.7172034,-73.9912267""";;;;;
"Hive13,""2929 Spring Grove Ave Cincinnati, OH 45225"",egleaves,""makerspace, tools, 3D printing"",,(513) 593-9292,,hive13.org,""Hive13 was formed to provide a Hackerspace for the Cincinnati area, and we encompass many interests – computing, mechanics, artistry, chemistry, brewing, complex biochemistry, among many others. Our intention is to provide an open framework for hackers of all stripes to exchange ideas, skills, and information, learning from each other as well as teaching."",Hackerspace,""39.1351609,-84.538563""";;;;;
"The Federal,""211 Paseo Private, Ottawa, Ontario, Canada"",Ian Murchison,""services, miscellaneous"",,6 138 970 733,ian@thefederal.co,www.thefederal.co,""The Federal is an Ottawa-based design service consultancy and producer of unique, Canadian-designed, sourced, and manufactured goods. The Federal offers its clients a wide range of design-based expertise, from concept generation right through to mass manufacturing. We will work with your company to help design and develop unique, smart, innovative and beautiful solutions for your desired product or service. In parallel to developing a product or service, we can work with you to develop your brand or image, define and execute user testing, or research."",Service,""45.3429417,-75.76513899999999""";;;;;
"RP Electronics,""2752 Rupert St, Vancouver, BC Canada, V5M 3T7"",Alejandro Hernandez Herdocia,""distributor, electronics, retail, tools"",""8:30am-5:30pm mon-fri, 9:00am-5:00 sat, closed sun."",888-921-7770,info@rpelectronics.com,http://www.rpelectronics.com/,""RP Electronics has long been “the” electronics parts source in Vancouver, BC, Canada. And we have been for over 45 years! We are excited to announce our relocation to our new 6,000 sq ft showroom centrally located at Rupert Street and Grandview Highway in Vancouver, BC. Our new larger location allows us to expand our existing selection and introduce many new and exciting lines and products over the months to follow."",Store,""49.2599369,-123.0329563""";;;;;
"http://www.armadilloclay.com/,""3307 E 4th St. Austin, TX 78702"",Tamara Dwyer,""supplier, retail, art, labware, tools, clay"",Monday ~ Friday: 9:00 A.M. - 5:00 P.M. Saturday: 9:00 A.M. - 12:00 P.M.,(512) 385-7311,Brent@armadilloclay.com,http://www.armadilloclay.com,""Thirty years ago in a garage located in the Clarksville area of Austin, TX";" potter Craig Freiburger started a small clay company with the goal to provide an economical and convenient source of clay for Central Texas artists. Three years later the booming clay business was renamed Armadillo Clay & Supplies and was relocated to East Austin where for the past twenty six years we have been serving all of Texas and the south west. Armadillo Clay prides itself on offering a wide selection of high quality products, many of which are manufactured in our Texas warehouse. Our goal is to provide friendly service and the best clay and supplies to potters, hobbyists, schools and industrial customers in a timely and economical manner."",Store,""30.25323199999999,-97.705871""";;;;
"Hive76,""915 , Spring Garden St.,Philadelphia,PA"",JediJF,""services, fabrication, art, makerspace, tools, wood, 3D printing, hardware, awesome"",Open House Wednesday 7pm until....,,,www.Hive76.org,""We are a hackerspace in Center City Philadelphia, at 915 Spring Garden (Suite 519). We are a group of hackers, DIYers, and Makers that tear things apart and put them together in new ways. Please join our announcement list, discussion list, or RSS feed to keep up to date on our exciting projects and events, or just email us at Hive76@gmail.com. And be sure to stop by our open house every Wednesday night!"",Hackerspace,""39.9620973,-75.1535303""";;;;;
"NIMBY,8410 Amelia st Oakland CA 94621,Michael Snook,""surplus, electronics, services, fabrication, art, makerspace, plastic, machining, coworking, tools, metal, wood, glass, paint, miscellaneous, hardware"",most,(510)633.0506,info@nimbyspace.org,www.nimbyspace.org,""What is NIMBY? NIMBY is a do-it-yourself (DIY), hacker-space, maker-space, morale shop, adult playground and industrial art space that provides artists, craftspeople and the average Joe a place to create, innovate, and collaborate. Within the 69,000 square foot space can be found metal-workers, jewelers, sculptors, painters, set and prop builders, musicians, hobbyists, engineers, plumbers, electricians, computer programmers, machinists and tinkerers creating projects both large and small. Steel shipping containers are the building blocks of the NIMBY shop, and are centered around shared common work areas, including an outdoor wonderland for projects that need open air. What can I do NIMBY? Share space and tools to help offset the cost of starting a business or making an idea, or even a prototype, come to life. Rent short-term and long-term work or office- space. Incubate your nano-biz. Conspire and collude. Reshore America! NIMBY Philosophy Just be here and do something - we …"",Hackerspace,""37.7498264,-122.1871045""";;;;;
"Hawaii TechWorks,""230 Kekuanaoa Street, Hilo, Hawaii"",Anthony Marzi,""electronics, services, fabrication, art, fabric / textiles, makerspace, plastic, composites, machining, labware, coworking, tools, metal, wood, laser cutting, 3D printing, glass, paint"",11-5 pm M-F,8085579372,community@easthawaii.org,hawaiitechworks.org,""The East Hawaii Community Development Corporation (EHCDC) is a collective effort of people from all generations and diverse backgrounds";" from passionate kupuna to young professionals, the members of EHCDC are driven to better the future of our community."",Makerspace,""19.7115767,-155.0750205""";;;;
"Advanced Prototype Engineering,""8 Dorman Ave, San Francisco, CA, 94124"",Mose O'Griffin,""services, fabrication, machining"",9-5 M-F,(415) 234-3215,info@aproe.com,www.aproe.com,""Advanced Prototype Engineering is a design and engineering firm specializing in the development of mechanical and mechatronic prototypes. We work with companies and individual entrepreneurs to turn innovative concepts into fully designed models. We provide a range of consulting, design, and engineering services which correspond to our core areas of expertise. Please see our website for more information."",Service,""37.7400466,-122.401602""";;;;;
"Artist & Craftsman Supply,""555 Pacific Ave, San Francisco, CA 94133"",Casey,""supplier, retail, art, paint"",Mon-Fri 9 am - 7 pm Sat 10 am - 7 pm Sun 11 am - 6 pm,415-931-1900,,http://www.artistcraftsman.com/store-locations-san-francisco-california,Well stocked & affordable art supply store. Excellent paper selection,Store,""37.7971885,-122.4045776""";;;;;
"Wreck-o-llections,""1104 S. 4th St., Stillwater MN 55082"",Judy Sell,""supplier, services, art, coworking, museum, miscellaneous"",,6514302593,selljudy@yahoo.com,judysell.com,""Judy Sell creates Memoryware: artwork loaded with personal connotations, customized using heirloom bits and found pieces. Cremation urns and/or Tribute vessels. Let's talk and we'll figure something memorable out for you. The foundation is in spontaneous mosaic making."",Service,""45.046191,-92.807929""";;;;;
"Denhac,""975 E 58th Ave Unit N, Denver, CO 80216"",Jane,""electronics, art, fabric / textiles, makerspace, tools, 3D printing, miscellaneous, hardware"",,,info@denhac.org,denhac.org,""Denhac, founded in 2008, is a hackerspace dedicated to creating and sustaining a local, community driven, shared space, that enables education, experimentation, and collaboration, by applying the spirit of DIY to science, technology, engineering, and art."",Hackerspace,""39.8032476,-104.9755085""";;;;;
"Studio Mjolk,""via fidene 23, 00183 Rome, Italy"",Alessandro Mjolk,""services, art, design"",10-13 14-19,,,www.studiomjolk.com,""Established in 2011 by Enrico Bonafede and Alessandro Seina, Mjölk is an independent design studio based in Rome and Berlin. We work on books, magazines, exhibition design, websites and visual identities."",Service,""41.8838397,12.5080906""";;;;;
"SYN Shop,""114 N 4th St, Las Vegas, NV 89101 USA"",Mark Gorman,""electronics, fabrication, makerspace, machining, labware, tools, metal, hardware"",Monday & Thursday (6AM – 10PM) / Saturday (3PM – 10PM),,,https://synshop.org/,""SYN Shop is a hackerspace located in Las Vegas, Nevada. It is a space for sharing, creation, collaboration, research, development, mentoring, and of course, learning. Our motto is: """"Let's make stuff awesome!"""""",Hackerspace,""36.1699078,-115.1417002""";;;;;
"Wix Lounge,""10 West 18th Street, 2nd floor, New York, NY 10011"",Noah Coad,coworking,Mon-Fri: 9am-5pm,(646) 862-0833,Lounge@wix.com,http://www.wixlounge.com/,Free co-working space in Manhattan!,Service,""40.73884210000001,-73.9929023""";;;;;
"Fab Lab Reggio Emilia,""Piazza XXV Aprile , Reggio Emilia , Italy"",Francesco Bombardi,""electronics, services, fabrication, art, fabric / textiles, makerspace, plastic, machining, tools, museum, wood, laser cutting, 3D printing, paint, hardware"",,,bombardiarchitetto@gmail.com,www.fablabreggioemilia.org,Fab Lab Reggio Emilia is a digital fabrication laboratory. Powered by Reggio Emilia Innovazione. Location inside Spazio Gerra - Contemporary Art Museum- reggio Emilia,Makerspace,""44.70106639999999,10.6286147""";;;;;
"A1 Electronics,196 North Queen Etobicoke Ontario Canada,Luis Hernandez,""supplier, distributor, surplus, electronics, retail, hardware"",,(416) 255-0343,email@a1parts.com,http://www.a1parts.com/,Surplus store,Store,""43.61801800000001,-79.5576971""";;;;;
"Gangplank,""260 South Arizona Avenue, Chandler, AZ 85225"",Noah Coad,""makerspace, coworking, laser cutting, 3D printing"",,,info@gangplankhq.com,http://gangplankhq.com/,Entirely free co-working space!,Hackerspace,""33.2997534,-111.8416714""";;;;;
"Omaha Maker Group,""8410 K Street, #5, Omaha, NE 68127"",Eric J. Kaplan,""art, fabric / textiles, makerspace, plastic, machining, tools, metal, wood, laser cutting, 3D printing, miscellaneous"",,(402) 682-3664,info@omahamakergroup.org,www.omahamakergroup.org,""The Omaha Maker Group exists to facilitate a place where people can explore Technology, Science and Art. We operate a community workshop in Omaha, Nebraska and have bi-weekly meetings where people can collaborate, share resources, create, and learn together. We are Omaha’s hackerspace. If you’re an inventor, artist, scientist, student, educator, hacker, maker, hobbyist, or just curious about how things work, you’ve come to the right place."",Hackerspace,""41.214918,-96.044237""";;;;;
"Aptos Village Rattan,8024 Soquel Dr Aptos Ca 95014,Steve Sander,Rattan Pole and Caning and weaving supplies,Tue - Sat 10 - 5:30,831-688-0278,email@aptosrattan.com,aptosrattan.com,""Supplies for wicker, chair caning, rattan peel for weaving, rattan poles for marshal arts,"",Store,""36.9767139,-121.9026535""";;;;;
"Maplin,""51.492423,-3.146014"",AMS,""supplier, electronics, retail, fabric / textiles, plastic, tools, hardware"",,,,http://www.maplin.co.uk,Retailer of electronics components and hardware.,Store,""51.4926687,-3.1470291""";;;;;
"Sector67,""2100 Winnebago St, Madison, WI"",Mark K,""makerspace, coworking"",Variable (check calendar on web site),(608) 241-4605,team@sector67.org,www.sector67.org,""Sector67 is a non-profit collaborative space in Madison, WI dedicated to providing an environment to learn, teach, work-on, build, and create next generation technology";" including software, hardware, electronics, art, sewing, pottery, glass, metalwork, iPhone/Android applications, games, etc."",Hackerspace,""43.0939922,-89.3536591""";;;;
"Vancouver Hack Space,""45 west pender, vancouver, bc"",Dan,""makerspace, laser cutting, 3D printing, miscellaneous"",""tuesdays 19:30-23:00, please see calendar for other days."",,info@vancouver.hackspace.ca,vancouver.hackspace.ca,Vancouver's favorite hackspace!,Hackerspace,""49.2809278,-123.1065739""";;;;;
"SXSW Create,""101 Red River Austin, Tx 78701"",Aaron Haley,""fabrication, art, makerspace, laser cutting, 3D printing, Event"",""March 8-11, 2013"",,makeratx@gmail.com,sxsw.com/create,The second annual SXSW Create Presented by Autodesk will bring together local and international members of the SXSW community to share disruptive creations and showcase the latest tools and fabrication methods. This FREE and open-to-the-public event will occur in an exciting outdoor venue adjacent to the Austin Convention Center (101 Red River) and focus heavily on hands-on activities.,Makerspace,""30.2618114,-97.73879269999999""";;;;;
"ABEL Electronics,""Abel Electronics, 27201 Harper Avenue, St. Clair Shores, MI"",Terry May,""electronics, retail"",,586-777-8232,,abelelectronics.com,Good place for basic replacement parts or CB radio stuff.,Store,""42.4931,-82.8911339""";;;;;
"Metalab,""Rathausstraße 6, 1010 Wien, Austria"",Horst JENS,""electronics, services, makerspace, coworking, tools, laser cutting, 3D printing, hardware, hackerspace"",""0-24, mostly afternoon - night"",#ERROR!,core@metalab.at,http://metalab.at,""most famous hackerspace in vienna has seperate workbench room with 3d printer, lasercutter and machinery. has library, big hackerspace / conference room, kitchen / smoker room regular public speeches and workshops"",Hackerspace,""48.2095215,16.3560741""";;;;;
"Free Geek,""1731 SE 10th Ave Portland, OR 97214"",SEAN MAHONEY,""surplus, electronics, retail, services, coworking, tools, miscellaneous, hardware"",Tuesday - Saturday 10am - 6pm,(503) 232.9350,http://www.freegeek.org/contact/general-info-request/,http://www.freegeek.org/,""Free Geek’s mission is to recycle technology and provide access to computers, the internet, education and job skills in exchange for community service. It’s a mission that’s worked for us through the many changes since our founding in February 2000. Believing firmly that reuse is the highest and best form of recycling, we refurbish what we can and send it back out into the community with a new lease on life. The stuff that doesn’t make the grade is not banished to landfills to leach toxics into the water table. Nor is it sent to developing nations to be disassembled by small children. We do our very best to make sure that all electronic materials we don’t reuse are responsibly recycled within North America. We are proud of being a democratically-run organization, and use consensus to make our decisions."",Hackerspace,""45.510338,-122.655747""";;;;;
"blaanc borderless architecture,""Rua do Sol a Santa Catarina 18 RC, 1200 Lisboa, Portugal"",Lara Camilla Pinho,""services, architecture"",10h00-19h00,,info@blaanc.com,www.blaanc.com,""blaanc borderless architecture is a young international design team made up of four architects. We are based in Lisbon and Rio de Janeiro and work mainly in Portugal and Brazil. One of blaanc’s main goals is to work with sustainable building and eco-affordable designs, with a special approach in contributing to better living conditions."",Service,""38.7104465,-9.148204699999999""";;;;;
"Energia Técnica,""Torre de Monsanto Rua Afonso Praça, 30 - 13º 1495-061 Algés - Portugal"",Rui Veiga,""services, ENGINEERING"",24h,(+351) 213 928 920,geral@energiatecnica.com,http://www.energiatecnica.com/,""""""Especialistas em edifícios e infraestruturas"""" ENGENHARIA Somos um grupo de empresas que executa e gere serviços de engenharia: projeto, consultoria, auditoria, certificação e comissionamento, para edifícios e infraestruturas. ESPECIALIDADES: ACÚSTICA AUDIOVISUAIS CERTIFICAÇÃO ENERGÉTICA E SUSTENTABILIDADE DOS EDIFÍCIOS CLIMATIZAÇÃO E VENTILAÇÃO COMPORTAMENTO TÉRMICO DOS EDIFÍCIOS DESIGN DE ILUMINAÇÃO ENERGIAS RENOVÁVEIS FUNDAÇÕES E ESTRUTURAS GESTÃO DE ENERGIA, SISTEMAS DE EDIFÍCIOS E DOMÓTICA HIDRÁULICAS INSTALAÇÕES ELÉCTRICAS MEIOS MECÂNICOS DE TRANSPORTE REDES DE GÁS SEGURANÇA INTEGRADA TELECOMUNICAÇÕES"",Service,""38.7152926,-9.2217536""";;;;;
"Kineteka Systems, LLC,""12915 VALLEY BRANCH LN, Farmers Branch, Texas 75234"",Mike Eber,""supplier, distributor, electronics, pcb"",M-F 9a-5p,972-375-2811,sales@kineteka.com,http://www.kineteka.com,Kineteka is a local distributor for the following: Adafruit Industries Arduino SA Bike After Dark ElectricLaboratory Freetronics Logical Zero Livid Instruments ITead Studio Microbot O'Reilly Pololu Corporation SparkFun Electronics Tibbo Technology,Store,""32.9178736,-96.9053754""";;;;;
"Jeanne d'Hack,""18 rue Sainte-Croix-Des-Pelletiers, 76000 Rouen, France"",moebius_eye,""electronics, coworking, hardware"",Lundi 18h30-22h30,,moebius.eye@gmail.com,http://www.jeannedhack.org/,""Premier Hackerspace de Rouen, de Seine Maritime et de Normandie."",Hackerspace,""49.4438052,1.089762""";;;;;
"HackPittsburgh,""1936 5th Ave. Pittsburgh, PA 15219"",Logan,""electronics, art, fabric / textiles, makerspace, tools, metal, wood"",""19:00 Fridays for the public, 24/7 for members"",,info@hackpittsburgh.org,http://www.hackpittsburgh.org,""Pittsburgh's hackerspace. Open 24/7 to members, and there's an open-to-the-public talk on Fridays. Tools for electronics, wood & metal work, sewing, and more. If you're the collaborative sort, there's usually folks in the shop Monday/Wednesday/Friday bouncing ideas off eachother and building projects. The place is located at the garage around the building."",Hackerspace,""40.4380017,-79.9780879""";;;;;
"RP Electronics,""2752 Rupert Street, Vancouver, BC, V5M 3T7 Canada"",Zim,""electronics, retail"",8:30AM to 5:30PM Mon - Fri";" 9:00AM to 5:30PM Saturday,604-738-6722,info@rpelectronics.com,http://www.rpelectronics.com,""A leading importer and distributor of many types of electronic products including: AC/DC Adapters and Power Supplies, Cooling fans, Test equipment, Educational products, Structured Wiring products, Cables, Connectors and Tools. These products and more are warehoused at our 16,800 sq ft facility in Burnaby, BC and are available in large quantities for immediate delivery."",Store,""49.2599369,-123.0329563""";;;;
"3dDinge.de,""Adolf - Hällmayr - Weg 24, 85221 Dachau, germany"",Nils Hitze,""supplier, services, fabrication, 3D printing"",,,info@3ddinge.de,http://3ddinge.de,""We are a small service provider around 3dPrinting & the Maker Movement, you can also book me as speaker or moderator for fairs"",Service,""48.2652811,11.4221067""";;;;;
"Hackerspace Kraków,""ul. Radziwiłłowska 20/2, Kraków, Poland"",Maria Skrzypek,""electronics, tools, 3D printing, hardware"",,,info@hackerspace-krk.pl,http://hackerspace-krk.pl,,Hackerspace,""50.0631965,19.946808""";;;;;
"COLAB,""1025 S 1st Street, #170 Las Vegas, Nevada 89101 USA"",Mark Gorman,""miscellaneous, design, architecture, education, awareness"",,(702) 845-0831,info@colablv.org,http://www.colablv.org/,""COLAB Las Vegas is a non-profit organization dedicated to promoting and celebrating architecture and design. We collaborate with local architects, artists, designers, and city officials on grass-root concepts and community projects that positively impact our community, our built environment, and the places we live, play, and work in. We create topic based programming that serves as a platform for education and dialogue. These programs include gallery exhibits, design competitions, lecture series, panel discussions, work shops, symposiums, classes, and movie viewings. Our mission is to create a working gallery environment that elevates design while providing opportunity for professional growth, a platform for dialogue, and community connectivity. Our vision is that Las Vegas has become a passionate, innovative city that values responsible development while celebrating its collaborative and creative local design community."",Service,""36.159554,-115.152368""";;;;;
"Dayton Diode,""1001 E 2nd St #2080 Dayton, OH 45402‎"",pgrim91,""electronics, makerspace, machining, coworking, tools, hardware"",,(937) 999-9999,info@daytondiode.org,http://www.daytondiode.org/,""Hackerspace in Dayton, OH Open community workshop for learning, making and hacking Arduino, Android, carpentry, metal casting, robots, CNC, etc"",Hackerspace,""39.763575,-84.17514899999999""";;;;;
"Tampa Bay Bike CoOp,""8202 N. Armenia Ave., Tampa Bay, Florida"",David Horst,""tools, co-op"",""Monday, Wednesday 6:00p-9:00p Saturday 2:00p-5:00p"",(813) 421-3021,tampabaybikecoop@gmail.com,www.tampabaybikecoop.com,""We are a volunteer run organization designed to prepare cyclists for the road ahead by providing space, education, tools and affordable used parts to maintain and enjoy their own bicycles. Our goal is to create a larger, more connected community of cyclists and ultimately a better and safer local cycling environment."",Hackerspace,""28.023511,-82.48477799999999""";;;;;
"CMH Electronics,""134 Hillcrest Ave, North Canton, OH 44720"",Sean Durkin,""electronics, retail, services"",8:30 AM - 5:00 PM EST,(330) 497-8100,,www.cmh.net/,Electronics store,Store,""40.8771433,-81.40675329999999""";;;;;
"VoidWarranties,""Herrystraat 22, 2100 Deurne (Antwerpen), Netherlands"",Deepak Mehta,""electronics, fabrication, art, wood, 3D printing, paint, miscellaneous, hardware"",Wednesday from 13h00 until 23h00 Friday from 16h00 until verry late° Saturday from 13h00 until verry late,,info@voidwarranties.be,http://voidwarranties.be/index.php,""Voidwarranties functions as center for peer learning and knowledge sharing, in the form workshops, presentations, and lectures. We also provide space for members to work on their individual projects, or collaborate on group projects with other members"",Hackerspace,""51.2091567,4.4534804""";;;;;
"Vancouver Hackspace,""45 West Hastings St. Vancouver, BC"",Vincent van Haaff,""electronics, fabrication, fabric / textiles, pcb, makerspace, labware, tools, laser cutting, 3D printing, miscellaneous, hardware"",see calendar,(778) 330-1234,,http://vancouver.hackspace.ca/,""Vancouver Hack Space provides a physical space where every creative type can gather to share ideas, equipment, and opinions. We aim to create a 24/7 brain gym where members can show up and work on personal projects, consult with friends, and learn new tricks. More than just a studio space with tools, we focus on sharing all sorts of knowledge within a friendly and collaborative atmosphere. At this point most of our members are hardware and software engineers, many of whom share an interest in microcontrollers, robotics, electronic music, and art. We welcome anyone with skills to share or an interest in learning. Come to our open nights and check it out!"",Hackerspace,""49.282228,-123.105889""";;;;;
"Connected Community HackerSpace,""5 Kent Lane, Hawthorn, Victoria, Australia"",Andy Gelme,""electronics, fabrication, art, pcb, makerspace, machining, tools, metal, wood, laser cutting, 3D printing, hardware"",Some weeknights and Saturday,,connected-community-hackerspace@googlegroups.com,http://hackmelbourne.org,""The Connected Community HackerSpace (Melbourne) provides a workshop (garage) for people to make and learn how to make things using both emerging technology (3D printers, Arduino, etc) and traditional tools (CNC mills, laser cutter, lathes). The CCHS is a volunteer non-profit group run by the members, for the members. People of all skill levels are welcome. Sharing skills and experience is a big part of what we do. Members work on both individual and a number of group projects."",Hackerspace,""-37.8234776,145.0387765""";;;;;
"When You Wish,""1337 Ocean Avenue, Santa Monica, CA 90401"",Dave Harvilicz,""electronics, services, art, 3D printing, crowdfunding"",6:00AM - MIDNIGHT,(650) 924-9350,info@whenyouwish.com,www.whenyouwish.com,""We are strong supporters of the Make movement and sponsored the Make: Hardware Innovation Workshop last year along with TechShop and Intel. Founded in February 2011, http://www.whenyouwish.com is one of the oldest international crowdfunding websites. The site is available in native-language user experience to over 940 million people worldwide. The company's board of advisors is comprised of leaders in their respective fields and includes: John Mackey (Whole Foods Market), Zelda Marzec (Los Angeles-based investment advisor), Charles Annenberg (Annenberg Foundation), Drew Nicholson (Intel Corporation), and Carl Esposti (CrowdSourcing.org)."",Service,""34.0147255,-118.4985133""";;;;;
"Ateliers Vélorutionnaires, Paris...,""Maison du Vélo, au 37 boulevard Bourdon, 75004, Paris, France"",ricardo peregrino,""services, metal"",ardi et Jeudi de 16h00 à 21h00,,,http://velorution.org,,Service,""48.85218880000001,2.367697""";;;;;
"Electrolab,""92000 NANTERRE, France"",Poussin masqué,""electronics, fabrication, pcb, makerspace, plastic, machining, tools, metal, laser cutting, hardware, soldering"",,,contact AT electrolab DOT fr,electrolab.fr,hackerspace//makerspace//electronic hack,Hackerspace,""48.892423,2.215331""";;;;;
"Hackers' Shack,""321 Wilson Ave., Titusville, FL"",Greg Pettengill,""supplier, retail, services, fabrication, art, fabric / textiles, makerspace, plastic, composites, machining, coworking, tools, metal, wood, 3D printing, paint, miscellaneous, hardware, Food"",,(321) 745-7843,coteart@gmail.com,,""This small house in downtown Historic Titusville Florida, is dedicated to providing affordable space for Artists and creative people to live and work in."",Hackerspace,""28.6118437,-80.81029079999999""";;;;;
"St- Quentin RADIO,""6 rue de Saint Quentin 75010 Paris, France"",Jérôme MOUTON,""supplier, electronics, retail, composites, tools, miscellaneous, hardware"",9h30 à 12h30 et de 14h à 18h20 du lundi au vendredi. Le samedi de 9h30 à 12h30 et de 14H à 17h30. Fermé les dimanches et jours fériés.,#ERROR!,sqr@stquentin-radio.com,http://www.stquentin-radio.com/,""Saint Quentin Radio situé à équidistance entre les gares de l’Est et du Nord de Paris est devenu depuis plus de trente ans la boutique «incontournable» de composants électroniques, accessoires, petit outillage, appareillage de mesure pour tous les adeptes de montages électroniques."",Store,""48.8774638,2.3553807""";;;;;
"Spring Studios,""10 Spring Place, London NW5 3BH, UK"",Spring Studios,services,,""4,42E+11"",info@springstudios.com,www.springstudios.com,,Service,""51.5500041,-0.1479129""";;;;;
"Werkstatt,347 W 36 St New York NY USA,Tina Schenk,""services, miscellaneous, Patternmaker"",10AM-6PM,646.414.4545,tina@werkstattny.com,www.werkstattny.com,""Werkstatt is a pattern service located in the heart of New York’s Garment District. The studio specializes in intelligent, well constructed garment development."",Service,""40.7543486,-73.99431190000001""";;;;;
"Makers Local 256,""414 Stevens Ave. Huntsville, AL USA"",RAMGarden,""electronics, fabrication, art, fabric / textiles, pcb, makerspace, machining, tools, metal, wood, laser cutting, 3D printing, paint, hardware, software"",5-8 pm,256-513-4667,contact@makerslocal.org,http://256.makerslocal.org/,""Makers Local 256 is a 501(c)3 charitable non-profit of like-minded individuals who have created a hackerspace located in Huntsville, AL."",Hackerspace,""34.744813,-86.579386""";;;;;
"Hive76,""915 Spring Garden St, Philadelphia, PA"",Chris Thompson,""art, makerspace, tools, 3D printing, miscellaneous"",Wednesday 7p - ?,2155148324,hive76@gmail.com,hive76.org,""We are a group of hackers, DIYers, and Makers that tear things apart and put them together in new ways. Make things awesome";" make awesome things."",Hackerspace,""39.9620973,-75.1535303""";;;;
"Free Radio Berkeley,""1285 66th St., Emeryville, CA 94608"",Stephen Dunifer,""supplier, electronics, fabrication, pcb, machining, tools, metal, hardware, CNC Router"",1 P.M. to 7:30 P.M.,510-595-7609,freeradioberkeley@gmail.com,www.freeradio.org,""Free Radio Berkeley designs and manufactures FM and TV broadcast transmitters and related equipment for an international community of grass roots broadcasters and advocates of Free Radio. Additionally, our volunteer apprentice program provides a direct hands-on learning opportunity for those who wish to gain practical experience in electronics and the manufacture of equipment. From time to time, schedule permitting, transmitter building and other electronics classes are offered. The use of a well equipped shop is available at a nominal fee for anyone needing access to test equipment, soldering stations, CNC router, high speed (100Mbps) internet, large format printer, fast laser printers, large inventory of part and more."",Store,""37.8479142,-122.2902738""";;;;;
"Bullseye Resource Center,""4514 Hollis Street, Emeryville, CA 94608"",Deborah Knuckey,""supplier, retail, makerspace, tools, glass"",Tuesday–Friday 10am–6pm Saturday 10am–4pm,(510) 595-1318,bayarea@bullseyeglass.com,www.bullseyeglass.com/bayarea,""Fused glass, cold working, pate de verre, and other art glass: Classes, open studio, gallery space, Stocks a full supply of Bullseye glass, frit, rods, kilns, slumping molds, other supplies. Does not include hot working (glass blowing) or stained glass supplies."",Makerspace,""37.8336626,-122.2866837""";;;;;
"The Studio at Anythink Brighton,""327 E. Bridge St. Brighton, CO 80601"",Matt Hamilton,""electronics, fabrication, art, fabric / textiles, makerspace, plastic, 3D printing, miscellaneous"",,(303) 405-3230,mhamilton@anythinklibraries.org,http://www.anythinklibraries.org/thestudio,""It’s all about creation at The Studio at Anythink Brighton. Whether it’s textiles, robotics or DIY crafts, this makerspace has something hands-on for teens of all interests. (Be on the lookout for great programs for adults, kids and families, too.) Equipment includes: Makerbot 3D printer Digital photography lab with multiple digital SLR cameras Sewing machines Supplies for DIY crafts and textile projects"",Makerspace,""39.98714400000001,-104.819145""";;;;;
"Berlin Glas,Provinzstraße 40-44 13409 Berlin Germany,Sam M,""services, art, makerspace, glass"",,,,http://berlinglas.org/home/,""Berlin Glas, e.V. is a not-for-profit association that gives German and international, professional artists and students the opportunity to work with hot glass in Berlin. As Berlin is the center for contemporary art, a hot glass studio will provide an exchange between artists working with glass and the abundance of local talent. This component of art has not been developed in urban centers in Germany, and Berlin Glas, e.V. will bring a fresh perspective on glass as a medium for the fine arts."",Makerspace,""52.5680103,13.379225""";;;;;
"ManekTech,""3rd Floor, Shashwat Complex, Near Ashapura Temple, Vejalpur Road, JivrajPark, Ahmedabad, Gujarat, India"",Ramsinh Manek,services,10 AM to 7:30 PM,-30430583,business@manektech.com,http://www.manektech.com,""ManekTech is web development company based in India. We are working in Microsoft.NET, PHP and Mobile technologies."",Service,""23.0395677,72.56600449999999""";;;;;
"The Weliington Makerspace,""6 Vivian Street Wellington, 6141 New Zealand"",Sam M,""fabrication, art, makerspace, machining, coworking, tools, wood, laser cutting, 3D printing, hardware"",,,,http://wellingtonmakerspace.com,Great brains. 2 areas: 1) A professional design and prototyping facility and";" 2) A membership/collaborative workspace to help people grow their own projects.,Makerspace,""-41.2967574,174.7815343""";;;;
